identification ID,cell line,Identified Protein,gene symbol,Accession Number,Molecular Weight,Protein Grouping Ambiguity,hsa-let-7a-1,hsa-let-7a-2,hsa-let-7a-3,hsa-let-7b,hsa-let-7c,hsa-let-7d,hsa-let-7e,hsa-let-7f-1,hsa-let-7f-2,hsa-let-7g,hsa-let-7i,hsa-mir-98,hsa-mir-1-1,hsa-mir-1-2,hsa-mir-7-1,hsa-mir-7-2,hsa-mir-7-3,hsa-mir-9-1,hsa-mir-9-2,hsa-mir-9-3,hsa-mir-10b,hsa-mir-15a,hsa-mir-15b,hsa-mir-16-1,hsa-mir-16-2,hsa-mir-17,hsa-mir-18a,hsa-mir-18b,hsa-mir-19a,hsa-mir-19b-1,hsa-mir-19b-2,hsa-mir-20a,hsa-mir-20b,hsa-mir-21,hsa-mir-25,hsa-mir-29a,hsa-mir-29b-1,hsa-mir-29b-2,hsa-mir-29c,hsa-mir-31,hsa-mir-34a,hsa-mir-34b,hsa-mir-34c,hsa-mir-92a-1,hsa-mir-92a-2,hsa-mir-93,hsa-mir-106a,hsa-mir-106b,hsa-mir-107,hsa-mir-122,hsa-mir-128-1,hsa-mir-128-2,hsa-mir-138-1,hsa-mir-138-2,hsa-mir-140,hsa-mir-141,hsa-mir-143,hsa-mir-145,hsa-mir-155,hsa-mir-199a-1,hsa-mir-199a-2,hsa-mir-200a,hsa-mir-200b,hsa-mir-200c,hsa-mir-205,hsa-mir-206,hsa-mir-214,hsa-mir-221,hsa-mir-222,hsa-mir-363,hsa-mir-429,hsa-mir-451
C-401,DLD-1,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,16,9,19,,,22,,11,15,18,12,26,5,,4,,,21,8,,,8,,,,,,,,,,,,,6,,6,,17,6,14,8,,,,,,,,,,,,,,19,,17,,,,,6,13,,,2,4,,,5,
P-432,DU145,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,21,12,32,10,12,16,,11,38,15,11,31,13,7,9,,,48,11,7,,,12,9,7,,,,9,9,9,9,10,12,11,8,10,12,17,8,15,11,,7,,9,12,10,7,,15,43,8,,8,20,7,23,8,5,11,,8,13,,6,7,12,10,11,,12
H-1007,HEPG2,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,12,6,12,,,10,,14,15,7,,23,,,,,,27,,,,,,,,,,9,,6,,,,,,,,,,,,5,,,,,,,,,,16,,,,15,4,10,,6,,,,,,7,,,10,,,7
J-288,Jurkat,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,13,3,24,13,11,11,,5,20,7,4,17,2,,,,,30,2,,,,,,,,,,,,,,,11,4,,,,,,,8,,,,4,,,,,6,35,8,,,12,5,5,2,,,,,4,,,,6,5,11,6,15
G-173,LN-229,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,27,29,84,39,44,25,18,22,34,19,27,26,14,,,7,,56,14,8,,,14,4,,10,,,8,7,,,8,15,11,,6,3,8,29,7,13,,5,7,6,6,6,8,,9,43,15,,,14,11,9,9,,6,8,11,9,,,8,10,8,18,11,19
B-288,MCF7,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,13,6,14,6,10,10,4,6,20,8,9,20,3,,,,,10,,,,,6,,,4,,6,4,3,3,3,5,4,5,3,2,,7,4,8,8,5,2,3,3,9,4,2,4,7,27,5,3,2,13,4,8,3,6,5,4,7,7,6,,2,8,7,6,5,7
T-257,NTERA-2,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,18,11,36,15,22,,,,71,10,,16,5,,,,8,60,5,,,,,,,,,8,,,,,10,15,11,,,,8,,12,12,,,2,,,3,,,12,48,10,,,18,,11,,,,,,11,,,,,,16,,11
R-170,Raji,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,19,,39,24,22,16,,13,31,14,,22,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,41,,,,17,,,,,,,,,,,,,,10,,12
M-576,SK-MEL-28,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,,,10,,8,9,7,11,,10,,16,,,,,,13,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,5,,,,,,,,,,,,10,,,6,,10,7,,,,,
N-198,SK-N-MC,heterogeneous nuclear ribonucleoprotein H2 [Homo sapiens],HNRNPH2,gi|9624998,49 kDa,true,23,17,37,23,19,18,5,12,33,8,10,25,8,10,10,8,7,49,,,,,10,,,,,8,,,,,9,15,8,,,6,9,11,14,10,7,7,5,9,8,4,6,19,6,49,19,6,9,28,16,19,9,7,8,8,14,10,,6,6,9,5,11,,
L-262,A549,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,4,6,3,2,,18,,5,,,,19,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-235,DLD-1,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,10,7,3,,3,18,,5,,,,35,,,,,,13,,,,3,5,,,,,,2,2,,,,,,,,,2,2,3,2,2,2,,,4,,,,,,,,2,4,12,13,2,,3,,,,,,,,,7,,
P-146,DU145,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,22,14,26,8,21,15,2,4,9,8,,91,3,2,3,2,2,33,10,,4,,11,2,3,2,,,3,3,6,4,3,6,5,2,3,3,11,6,10,5,4,3,3,5,8,4,5,4,7,31,4,,,26,10,13,4,2,4,4,2,5,2,2,3,3,6,8,2,11
H-361,HEPG2,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,,4,5,3,2,4,11,2,4,2,3,,59,,2,4,,,22,,2,,,3,2,2,4,2,2,3,,,2,,,2,,2,3,3,,3,4,,,3,,4,,2,,2,5,,2,4,4,6,14,3,4,3,2,3,3,3,3,2,2,5,,,2
J-100,Jurkat,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,14,7,31,12,17,8,2,5,10,7,,44,2,,,,,23,2,,,,3,,,,,,,,,,,15,,,,,2,,,,,,,6,4,,,2,2,19,,,,3,7,13,,,2,,,,,,,3,,7,,9
G-71,LN-229,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,36,29,46,20,45,25,7,24,19,28,11,65,5,2,3,,,33,20,4,3,,8,,,2,,4,,3,,,,18,3,,5,,3,12,9,4,,,2,2,10,2,,,4,24,2,,,9,9,13,4,,4,,3,3,,,,2,3,10,3,13
B-136,MCF7,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,23,16,29,5,22,22,,6,18,9,8,49,,,,2,,20,,,,2,2,,,,5,5,2,2,,3,2,2,2,2,3,,4,7,8,2,3,3,,4,16,2,,,9,17,3,,2,7,5,18,2,2,2,,2,2,3,2,,,3,8,3,10
T-71,NTERA-2,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,13,12,29,5,30,7,2,2,14,6,,26,2,,,,3,25,8,2,,,3,,3,2,3,2,5,6,,,2,8,3,2,,,3,,7,4,2,2,,2,2,,,,,30,,,,6,5,11,5,,3,2,2,,,,,2,,10,2,5
R-49,Raji,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,26,16,45,18,38,22,6,9,21,13,5,31,,,,,,34,7,,,,6,,,,,,,,,,,12,2,,2,,,,,,,,,,7,,,,3,21,,,,4,,7,,,,,,,,,,,5,6,,5
M-396,SK-MEL-28,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,6,6,2,,,7,,3,,,,30,,,,,,6,,,,,4,2,,,,,,,,,,,,,,,2,5,2,,,,,,4,,,,,,,,4,,7,3,,2,,,,,,,,,,5,,
N-68,SK-N-MC,heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens],HNRNPH3,gi|14141157,37 kDa,true,30,14,44,17,30,15,6,9,17,,5,35,5,2,3,4,2,27,4,,3,,5,,4,2,3,5,,2,2,,5,19,5,,2,,4,9,5,4,,3,,,9,2,2,5,,20,7,3,5,13,7,17,4,8,5,,4,,,3,2,6,,9,,
C-253,DLD-1,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,16,,11,,6,,,,18,,,7,4,,,,,5,3,19,,,,,7,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,5,,,19,,14,8,,2,12,2,,,,,,,,,
P-980,DU145,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,8,,6,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,8,,,4,,,,,,,,,,
H-388,HEPG2,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,22,,12,,5,,,5,8,,,4,6,,,3,5,11,,16,,,,,3,,,,,,,,,,,,,10,7,3,4,3,,2,2,,4,,,,,,17,,3,18,2,25,11,,6,6,6,,,2,,5,,3,,
"J-386,2",Jurkat,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,8,,5,,,,,,8,2,,4,,,,,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,3,7,,,3,,,,,,,,,,
G-324,LN-229,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,19,,3,,,,,7,16,,,6,,2,,,,,,11,,,,,,,,,,,3,,,,,,,3,3,,3,,,,,,4,,,,,,6,,,5,2,9,11,,2,5,2,,,,,,2,,,
B-628,MCF7,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,5,,3,,,,,,5,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7,,,,3,,,,,,,,,,
T-520,NTERA-2,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,4,,,,,,,,,,
M-476,SK-MEL-28,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,9,,6,4,,,,5,10,,,2,,,,,,4,5,8,,,3,,3,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,3,,3,8,,4,2,,,5,,,,,,,,,,
N-389,SK-N-MC,double-stranded RNA-specific editase 1 isoform 2 [Homo sapiens],ADARB1,gi|7669477,81 kDa,,20,,14,,,,,4,13,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,2,3,,,,,,,,,,,,,
"P-520,1",DU145,epithelial splicing regulatory protein 1 isoform 1 [Homo sapiens],ESRP1,gi|56790297,76 kDa,true,7,11,25,2,2,2,,,7,3,2,4,,,2,,,4,,,,,2,,,,,,,3,6,,5,3,3,,,,2,,2,10,,,,,3,2,,,,5,2,2,,2,,,3,,,2,,8,,,,,2,4,,
"B-846,7",MCF7,epithelial splicing regulatory protein 1 isoform 1 [Homo sapiens],ESRP1,gi|56790297,76 kDa,true,2,2,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
"T-787,8",NTERA-2,epithelial splicing regulatory protein 1 isoform 1 [Homo sapiens],ESRP1,gi|56790297,76 kDa,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-546,A549,mitochondrial ribonuclease P protein 1 [Homo sapiens],TRMT10C,gi|117647226,47 kDa,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-953,DLD-1,mitochondrial ribonuclease P protein 1 [Homo sapiens],TRMT10C,gi|117647226,47 kDa,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1346,HEPG2,mitochondrial ribonuclease P protein 1 [Homo sapiens],TRMT10C,gi|117647226,47 kDa,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-541,DLD-1,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,2,,,,,,3,,,,,,,,,,2,,,,,,6,,,,,,,,
"P-362,1",DU145,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,true,,,2,5,2,,,,2,6,4,,4,2,5,4,,4,6,3,5,,4,,2,,,,2,3,,2,4,7,6,5,3,2,5,2,5,10,2,2,2,3,2,5,,,2,2,,,,2,2,,4,2,,2,3,6,3,,,2,5,4,4,2
"H-923,1",HEPG2,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,,3,,,5,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,,,,,
"J-265,1",Jurkat,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,true,,,,9,3,3,,,,2,,,,,,,,,4,,,,,,,,,,,,,,3,9,3,,,,,,,17,2,,,,,,,,,,,,,,,,3,,,,2,3,,,,,2,4,2,2
G-224,LN-229,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,true,3,3,5,16,6,8,5,3,5,4,6,,2,,,4,2,3,6,,4,,7,,4,,,,2,2,2,,,13,3,2,3,,2,2,4,10,,,,,,,,,3,2,2,3,,,3,,2,3,,,,3,,,5,2,2,,2,2
"B-645,1",MCF7,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
"T-451,1",NTERA-2,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,true,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-248,SK-N-MC,RNA-binding protein 4 isoform 1 [Homo sapiens],RBM4,gi|93277122,40 kDa,true,2,,,14,3,,2,,,,2,,6,7,5,,5,,4,,,,,,2,2,,,,2,,,2,6,4,2,,,,2,,19,,,,3,2,3,,,,3,,2,,,5,,,4,,3,5,,,2,3,,,,2,2
G-1030,LN-229,RNA-binding protein 4B [Homo sapiens],RBM4B,gi|13899354,40 kDa,true,,,,13,5,8,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,10,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
R-295,Raji,RNA-binding protein 4B [Homo sapiens],RBM4B,gi|13899354,40 kDa,true,,,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-454,A549,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-746,DLD-1,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-1247,DU145,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,12,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
H-1445,HEPG2,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J-846,Jurkat,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
G-572,LN-229,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,4,3,4,3,,,,4,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
B-966,MCF7,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-1206,SK-MEL-28,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-478,SK-N-MC,RNA-binding protein 12B [Homo sapiens],RBM12B,gi|118722349,118 kDa,,,,,,,33,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
L-622,A549,"SAFB-like, transcription modulator, isoform CRA_b [Homo sapiens]",SLTM,gi|119597958,132 kDa,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-898,1",DLD-1,"SAFB-like, transcription modulator, isoform CRA_b [Homo sapiens]",SLTM,gi|119597958,132 kDa,true,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P-1678,1",DU145,"SAFB-like, transcription modulator, isoform CRA_b [Homo sapiens]",SLTM,gi|119597958,132 kDa,true,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-684,SK-N-MC,"SAFB-like, transcription modulator, isoform CRA_b [Homo sapiens]",SLTM,gi|119597958,132 kDa,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L-597,11",A549,scaffold attachment factor B1 isoform 1 [Homo sapiens],SAFB,gi|321267469,103 kDa,true,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C-999,8",DLD-1,scaffold attachment factor B1 isoform 1 [Homo sapiens],SAFB,gi|321267469,103 kDa,true,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-1266,HEPG2,unnamed protein product [Homo sapiens],SAFB,gi|158261911,103 kDa,,2,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
"N-778,7",SK-N-MC,scaffold attachment factor B1 isoform 1 [Homo sapiens],SAFB,gi|321267469,103 kDa,true,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
L-381,A549,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,,2,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-351,DLD-1,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,2,3,5,3,2,17,4,3,2,8,3,8,,2,3,,3,3,3,2,4,6,5,2,6,3,,,2,3,,,3,,,,4,4,,3,3,,,3,3,,,2,,2,,4,,,,3,3,2,,,2,2,2,,,,,3,,7,,
P-514,DU145,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,5,2,7,4,2,19,2,3,4,10,4,9,2,,7,2,2,,2,,,2,5,,,,3,2,,3,5,3,5,,3,,2,,4,3,5,6,,3,,,2,2,3,,5,11,,,,3,,4,2,,,2,3,2,2,,2,4,,9,2,
H-444,HEPG2,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,5,2,2,5,6,23,2,2,,7,,5,2,2,,3,2,,2,2,,2,4,,,,2,6,4,4,2,3,4,,3,2,,3,,4,4,3,4,2,3,3,2,,,3,,4,2,3,,2,2,2,3,3,2,3,3,3,3,2,3,6,,5,,4
J-212,Jurkat,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,,3,4,4,2,13,2,2,2,10,3,3,,,,,,,,,,,3,,,2,,,,,,,2,2,2,3,3,,2,,,5,,,3,2,,,2,,,3,,2,,2,,,,,2,2,,,,,2,3,,5,2,2
G-142,LN-229,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,7,9,21,11,17,18,10,7,6,29,19,11,5,,5,9,3,9,12,2,5,3,9,3,5,12,3,6,5,6,3,,4,7,4,2,6,,7,8,7,14,4,2,3,2,2,5,6,,8,7,,2,3,2,4,4,,3,2,3,4,7,6,2,5,10,7,12,6,5
B-218,MCF7,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,4,4,3,9,18,18,3,3,6,8,5,8,3,3,5,2,4,5,2,4,4,3,5,4,4,5,,5,3,7,3,3,6,,6,3,2,2,8,2,7,8,5,5,6,4,2,4,2,,5,9,,2,2,5,2,5,5,2,,5,5,9,7,3,3,9,5,9,3,2
T-171,NTERA-2,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,5,4,8,2,9,6,3,,2,,,8,,,,,,,,,2,,,,,5,,2,6,,2,2,2,3,,2,,,4,,4,8,4,,,3,,,,,2,6,,,2,2,,6,2,2,,,,,,,,,,,,
R-182,Raji,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,,4,11,,10,21,,3,,18,6,,,,,,,7,8,,,,,,,,,,,,,,5,,5,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-839,SK-MEL-28,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,,,,,,10,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-121,SK-N-MC,fus-like protein [Homo sapiens],FUS,gi|1040970,53 kDa,true,12,12,23,14,7,34,6,5,4,24,3,5,9,5,6,6,7,4,5,3,2,,13,2,,3,3,5,3,5,,2,,5,4,2,3,2,,9,4,8,,4,2,6,2,6,2,3,6,15,2,6,4,5,5,4,5,2,4,3,6,2,3,4,6,5,5,3,4,
L-220,A549,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,,,,4,,13,,,2,4,,,,,,,,,2,2,,2,2,,3,2,,2,5,2,,,,,,,3,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
C-203,DLD-1,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,2,5,7,,2,23,6,4,2,13,4,12,3,3,3,,2,3,3,2,3,2,4,,4,,,,2,2,,,4,,2,,3,2,2,3,4,4,3,2,2,,2,2,2,,,5,2,,2,5,4,2,3,2,2,2,4,3,,2,,8,2,10,3,2
P-253,DU145,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,3,2,3,3,2,29,,4,,13,6,7,3,,11,2,,2,,,2,,9,,3,2,3,2,2,6,2,3,5,3,6,3,2,,5,2,9,6,2,3,3,2,,6,2,,10,9,,3,,8,,5,5,2,,,3,3,4,,4,7,3,10,2,2
H-1023,HEPG2,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,3,,,2,,17,2,,,4,,3,,,2,2,2,,,,,,2,,,,,,,,,,,,2,,,,,,,,3,2,3,,3,,2,,,4,,,2,,2,,,,2,,2,,2,,2,,,3,,
J-671,Jurkat,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,,,,,,9,,,,8,,2,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,7,,
G-175,LN-229,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,7,6,15,8,16,16,7,6,5,17,7,4,3,,2,3,3,2,6,,2,,5,2,2,7,,,3,3,,,3,4,,,6,3,,2,2,7,,,3,2,,4,3,,,,,,2,2,3,2,,3,2,,,3,3,,3,5,3,6,,
B-186,MCF7,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,3,5,3,7,14,14,3,3,6,5,5,9,3,2,3,4,4,2,,2,4,,8,3,2,6,4,5,5,5,4,2,5,2,4,3,4,,6,,9,6,5,3,8,6,2,5,2,,6,9,,4,3,6,4,4,3,3,3,4,3,8,5,4,3,10,7,8,4,3
R-157,Raji,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,2,4,5,,7,14,,,,21,3,2,,,,,,,2,,,,5,,2,3,,,2,,,,3,,,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,3,,
M-426,SK-MEL-28,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,2,2,,,,11,,2,,10,2,5,,,2,,,,2,,,,4,,,,,2,3,4,,,2,,,2,,,3,,,,,,,,,,3,,,3,,,,2,,2,,,,,,,,4,2,4,,3,,
N-178,SK-N-MC,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa, isoform CRA_c [Homo sapiens]",TAF15,gi|119600532,63 kDa,true,5,7,9,11,,28,3,3,,12,3,4,3,3,,3,2,2,,,,2,7,2,,,,3,,3,,,,,5,3,,,,4,2,6,,2,,4,,2,,2,2,7,,,2,,3,,2,2,,,4,,3,,6,2,,,2,2
